year,area_fips,area_title,industry_group,annual_avg_emplvl,total_annual_wages_2015,avg_annual_pay_2015
2005,01001,"Autauga County, Alabama",crops,61,1654319.8850804283,27119.998116072595
2005,01001,"Autauga County, Alabama",total,11452,383434263.57756305,33481.86024952524
2005,01003,"Baldwin County, Alabama",crops,710,22752118.94482939,32045.23795046393
2005,01003,"Baldwin County, Alabama",total,56110,1889167242.1914608,33668.99380130923
2005,01005,"Barbour County, Alabama",crops,32,794706.8168200464,24834.58802562645
2005,01005,"Barbour County, Alabama",total,11132,351643433.5909293,31588.522600694334
2005,01007,"Bibb County, Alabama",crops,0,0.0,
2005,01007,"Bibb County, Alabama",total,4014,134147192.30591959,33419.8286761135
2005,01009,"Blount County, Alabama",crops,0,0.0,
2005,01009,"Blount County, Alabama",total,8410,269616761.0348907,32059.06789951138
2005,01011,"Bullock County, Alabama",crops,150,8111873.511653275,54079.15674435517
2005,01011,"Bullock County, Alabama",total,3149,99308232.3587703,31536.43453755805
2005,01013,"Butler County, Alabama",crops,0,0.0,
2005,01013,"Butler County, Alabama",total,6793,203841495.02988216,30007.58060207304
2005,01015,"Calhoun County, Alabama",crops,103,2228078.185254037,21631.82704130133
2005,01015,"Calhoun County, Alabama",total,49075,1860202546.205964,37905.29895478276
2005,01017,"Chambers County, Alabama",crops,0,0.0,
2005,01017,"Chambers County, Alabama",total,10982,373488734.1486273,34009.17265968196
2005,01019,"Cherokee County, Alabama",crops,198,4560030.404523037,23030.45658850019
2005,01019,"Cherokee County, Alabama",total,5210,160898820.2153974,30882.691020229824
2005,01021,"Chilton County, Alabama",crops,83,1419366.2216349922,17100.797851024003
2005,01021,"Chilton County, Alabama",total,8732,279235541.7351626,31978.417514333785
2005,01023,"Choctaw County, Alabama",total,3905,199204610.4871791,51012.70435010988
2005,01025,"Clarke County, Alabama",crops,0,0.0,
2005,01025,"Clarke County, Alabama",total,8939,305978911.47505724,34229.657844843634
2005,01027,"Clay County, Alabama",total,4657,148996978.4756257,31994.197654203497
2005,01029,"Cleburne County, Alabama",crops,0,0.0,
2005,01029,"Cleburne County, Alabama",total,2754,96576279.60177603,35067.639652061014
2005,01031,"Coffee County, Alabama",crops,0,0.0,
2005,01031,"Coffee County, Alabama",total,14475,447756766.56577915,30933.109952730858
2005,01033,"Colbert County, Alabama",crops,0,0.0,
2005,01033,"Colbert County, Alabama",total,21429,855143888.6447787,39905.91668508931
2005,01035,"Conecuh County, Alabama",crops,0,0.0,
2005,01035,"Conecuh County, Alabama",total,4173,146636730.7379127,35139.40348380367
2005,01037,"Coosa County, Alabama",total,1628,58820399.19187574,36130.46633407601
2005,01039,"Covington County, Alabama",crops,47,1028979.5818033769,21893.18259156121
2005,01039,"Covington County, Alabama",total,13254,419729234.46358067,31668.11788619139
2005,01041,"Crenshaw County, Alabama",crops,0,0.0,
2005,01041,"Crenshaw County, Alabama",total,3299,99927053.75716327,30290.104200413236
2005,01043,"Cullman County, Alabama",crops,0,0.0,
2005,01043,"Cullman County, Alabama",total,26556,940927104.7181551,35431.8084319233
2005,01045,"Dale County, Alabama",crops,24,902235.3700318027,37593.14041799178
2005,01045,"Dale County, Alabama",total,17817,778035255.8650464,43668.14030785466
2005,01047,"Dallas County, Alabama",crops,62,1355724.66929896,21866.52692417677
2005,01047,"Dallas County, Alabama",total,15663,541741953.2179017,34587.36852569123
2005,01049,"DeKalb County, Alabama",crops,0,0.0,
2005,01049,"DeKalb County, Alabama",total,23395,773482583.0478269,33061.875744724384
2005,01051,"Elmore County, Alabama",crops,39,1007949.4077340257,25844.85660856476
2005,01051,"Elmore County, Alabama",total,15495,543190993.7470233,35055.88859290244
2005,01053,"Escambia County, Alabama",crops,42,905687.1975295366,21563.980893560394
