year,area_fips,area_title,industry_group,annual_avg_emplvl,total_annual_wages_2015,avg_annual_pay_2015
1999,01001,"Autauga County, Alabama",total,10464,364086464.34510124,34794.195751634295
1999,01003,"Baldwin County, Alabama",crops,911,23920293.067119695,26257.182291020523
1999,01003,"Baldwin County, Alabama",total,47811,1483224030.183152,31022.65232233486
1999,01005,"Barbour County, Alabama",crops,33,907400.0048024108,27496.9698424973
1999,01005,"Barbour County, Alabama",total,11488,386540289.0571067,33647.30928421889
1999,01007,"Bibb County, Alabama",total,3915,116920957.96089637,29864.86793381772
1999,01009,"Blount County, Alabama",total,9119,287977689.44610196,31579.963751080377
1999,01011,"Bullock County, Alabama",total,3579,104567098.03521368,29216.847732666578
1999,01013,"Butler County, Alabama",total,6850,194915102.33937436,28454.759465602096
1999,01015,"Calhoun County, Alabama",crops,95,1881888.0978251083,19809.348398159036
1999,01015,"Calhoun County, Alabama",total,48492,1695330102.651531,34961.026615762
1999,01017,"Chambers County, Alabama",total,12789,445232129.8211702,34813.67814693644
1999,01019,"Cherokee County, Alabama",crops,299,6760887.275412257,22611.663128469085
1999,01019,"Cherokee County, Alabama",total,4705,139339812.3578036,29615.26298784349
1999,01021,"Chilton County, Alabama",crops,65,1381815.4373495495,21258.699036146914
1999,01021,"Chilton County, Alabama",total,8343,249937598.14026642,29957.760774333743
1999,01023,"Choctaw County, Alabama",total,5226,251834464.57321575,48188.760921013345
1999,01025,"Clarke County, Alabama",total,9988,335555589.89812887,33595.874038659276
1999,01027,"Clay County, Alabama",total,5348,155562097.6450178,29087.901579098318
1999,01029,"Cleburne County, Alabama",total,3055,98679350.38389271,32300.933022550806
1999,01031,"Coffee County, Alabama",total,15124,439546958.1770049,29062.877425086277
1999,01033,"Colbert County, Alabama",total,22079,880268722.6067486,39869.04853511249
1999,01035,"Conecuh County, Alabama",total,4142,145094146.40749657,35029.97257544582
1999,01037,"Coosa County, Alabama",total,2064,72917319.6364575,35328.15873859375
1999,01039,"Covington County, Alabama",total,13522,422298688.2334932,31230.49018144455
1999,01041,"Crenshaw County, Alabama",total,3129,97719290.03559788,31230.1981577494
1999,01043,"Cullman County, Alabama",crops,52,1021890.0848225809,19651.732400434248
1999,01043,"Cullman County, Alabama",total,25637,886327213.0349436,34572.1891420581
1999,01045,"Dale County, Alabama",total,17312,693850866.2048348,40079.18589445672
1999,01047,"Dallas County, Alabama",total,17613,550054358.926181,31230.02094624317
1999,01049,"DeKalb County, Alabama",total,23760,769872764.4837708,32402.052377263084
1999,01051,"Elmore County, Alabama",crops,49,1487400.7491760864,30355.117330124212
1999,01051,"Elmore County, Alabama",total,13088,425445658.0683503,32506.544779060994
1999,01053,"Escambia County, Alabama",total,13928,469448013.1045785,33705.3426984907
1999,01055,"Etowah County, Alabama",total,37426,1315870512.7954233,35159.261283477346
1999,01057,"Fayette County, Alabama",total,5482,176271112.77261186,32154.526226306432
1999,01059,"Franklin County, Alabama",total,11479,357753876.64407533,31165.944476354678
1999,01061,"Geneva County, Alabama",total,5797,163496226.18754616,28203.592580221866
1999,01063,"Greene County, Alabama",total,2069,65647268.55681552,31728.984319388845
1999,01065,"Hale County, Alabama",total,3708,107257100.60450347,28925.863161948077
1999,01067,"Henry County, Alabama",crops,69,1667605.998211102,24168.202872624668
1999,01067,"Henry County, Alabama",total,4584,146225895.63761008,31899.191893021394
1999,01069,"Houston County, Alabama",crops,56,1401326.5399230414,25023.688212911453
1999,01069,"Houston County, Alabama",total,47933,1713434128.0742934,35746.44040795054
1999,01071,"Jackson County, Alabama",total,17643,654825865.4244431,37115.33556789906
1999,01073,"Jefferson County, Alabama",total,382711,17790520857.30837,46485.52264583032
1999,01075,"Lamar County, Alabama",total,5333,179575538.6564055,33672.518030452935
1999,01077,"Lauderdale County, Alabama",total,31314,1003154707.209019,32035.342249761095
1999,01079,"Lawrence County, Alabama",crops,69,1726714.0824693996,25024.841774918834
1999,01079,"Lawrence County, Alabama",total,7392,342545024.8284639,46339.965480041115
1999,01081,"Lee County, Alabama",total,40101,1407514557.097663,35099.23835060629
1999,01083,"Limestone County, Alabama",crops,316,8126641.692129449,25717.220544713447
1999,01083,"Limestone County, Alabama",total,20673,1015166179.5801493,49105.8955923257
1999,01085,"Lowndes County, Alabama",total,2544,101055964.58222027,39723.256518168346
1999,01087,"Macon County, Alabama",crops,61,1835073.6869908695,30083.175196571632
1999,01087,"Macon County, Alabama",total,6010,197738952.43812394,32901.65597972112
1999,01089,"Madison County, Alabama",crops,95,2175503.586800574,22900.037755795514
1999,01089,"Madison County, Alabama",total,149877,7372057003.301658,49187.38034055698
1999,01091,"Marengo County, Alabama",total,8218,281068196.8268071,34201.53283363435
1999,01093,"Marion County, Alabama",total,12956,438758497.07953393,33865.27455075131
1999,01095,"Marshall County, Alabama",total,36110,1168087362.564007,32348.02997961803
1999,01097,"Mobile County, Alabama",crops,740,21398637.42398684,28917.077599982218
1999,01097,"Mobile County, Alabama",total,169579,6750214210.045443,39805.720107120826
1999,01099,"Monroe County, Alabama",total,9261,373374089.1987778,40316.82207091867
1999,01101,"Montgomery County, Alabama",crops,233,4889766.278671893,20986.121367690528
1999,01101,"Montgomery County, Alabama",total,132838,5286939684.703721,39799.904279676906
1999,01103,"Morgan County, Alabama",total,49086,1983070439.2645109,40399.919310282174
