year,area_fips,area_title,industry_group,annual_avg_emplvl,total_annual_wages_2015,avg_annual_pay_2015
1994,01001,"Autauga County, Alabama",total,8915,294496307.1276775,33033.79777091167
1994,01003,"Baldwin County, Alabama",crops,734,18415159.824590996,25088.77360298501
1994,01003,"Baldwin County, Alabama",total,35569,1005496503.7949064,28268.899991422484
1994,01005,"Barbour County, Alabama",total,10042,313705757.92207795,31239.370436375022
1994,01007,"Bibb County, Alabama",total,4140,123538457.70956317,29840.207176222986
1994,01009,"Blount County, Alabama",total,8433,233239904.86085343,27657.998916263896
1994,01011,"Bullock County, Alabama",total,3090,86752959.00151797,28075.391262627174
1994,01013,"Butler County, Alabama",total,6831,190987038.00303593,27958.869565661826
1994,01015,"Calhoun County, Alabama",crops,123,2547160.398043515,20708.621122305
1994,01015,"Calhoun County, Alabama",total,45487,1562601224.9418116,34352.69912154707
1994,01017,"Chambers County, Alabama",total,12684,430815915.41237986,33965.30395871806
1994,01019,"Cherokee County, Alabama",crops,263,5906179.106088717,22456.954776002724
1994,01019,"Cherokee County, Alabama",total,4496,126018170.84162591,28028.95258932961
1994,01021,"Chilton County, Alabama",crops,59,1309869.3000505988,22201.174577128793
1994,01021,"Chilton County, Alabama",total,7272,201053237.4565694,27647.58490876917
1994,01023,"Choctaw County, Alabama",total,5907,263478856.77854612,44604.51274395567
1994,01025,"Clarke County, Alabama",total,9749,296007827.49198854,30362.891321365118
1994,01027,"Clay County, Alabama",total,5422,145828109.0436836,26895.630587178824
1994,01029,"Cleburne County, Alabama",total,3049,86833205.6265812,28479.240940170945
1994,01031,"Coffee County, Alabama",total,14538,407950985.2521505,28061.01150448139
1994,01033,"Colbert County, Alabama",total,23119,936475274.8051949,40506.73795601864
1994,01035,"Conecuh County, Alabama",total,4525,146686144.17945692,32416.827442973903
1994,01037,"Coosa County, Alabama",total,2190,74374957.05852589,33961.16760663283
1994,01039,"Covington County, Alabama",total,13857,400778657.72980267,28922.469346164587
1994,01041,"Crenshaw County, Alabama",total,3650,95427378.05363467,26144.4871379821
1994,01043,"Cullman County, Alabama",crops,53,733055.5102040817,13831.236041586446
1994,01043,"Cullman County, Alabama",total,23298,737638329.9173554,31661.01510504573
