year,area_fips,area_title,industry_group,annual_avg_emplvl,total_annual_wages_2015,avg_annual_pay_2015
2007,01001,"Autauga County, Alabama",crops,60,1705065.171888263,28417.752864804384
2007,01001,"Autauga County, Alabama",total,11403,393615181.17717415,34518.56363914532
2007,01003,"Baldwin County, Alabama",crops,696,21440158.18157265,30804.824973523922
2007,01003,"Baldwin County, Alabama",total,62600,2154470183.241377,34416.45660129995
2007,01005,"Barbour County, Alabama",crops,30,862664.9577513697,28755.498591712323
2007,01005,"Barbour County, Alabama",total,10711,350851635.4126476,32756.197872528017
2007,01007,"Bibb County, Alabama",total,4255,147162224.07689637,34585.716586814655
2007,01009,"Blount County, Alabama",crops,0,0.0,
2007,01009,"Blount County, Alabama",total,9058,291618853.9866116,32194.618457342858
2007,01011,"Bullock County, Alabama",crops,0,0.0,
2007,01011,"Bullock County, Alabama",total,3002,99397943.33571264,33110.574062529195
2007,01013,"Butler County, Alabama",crops,0,0.0,
2007,01013,"Butler County, Alabama",total,6819,207734811.5016591,30464.116659577518
2007,01015,"Calhoun County, Alabama",crops,68,1409840.4680145073,20732.948059036873
2007,01015,"Calhoun County, Alabama",total,51058,2018882583.142025,39540.964846684656
2007,01017,"Chambers County, Alabama",crops,0,0.0,
2007,01017,"Chambers County, Alabama",total,9886,333772746.3297708,33762.163294534774
2007,01019,"Cherokee County, Alabama",crops,160,3404011.7148313913,21275.073217696197
2007,01019,"Cherokee County, Alabama",total,5251,166559912.36302957,31719.65575376682
2007,01021,"Chilton County, Alabama",crops,75,1328983.8095146231,17719.784126861643
2007,01021,"Chilton County, Alabama",total,9217,301015139.75808316,32658.689352075857
2007,01023,"Choctaw County, Alabama",total,3853,190180148.43930858,49358.97961051352
2007,01025,"Clarke County, Alabama",crops,0,0.0,
2007,01025,"Clarke County, Alabama",total,9355,326163127.64295083,34865.11252196161
2007,01027,"Clay County, Alabama",total,4792,150141736.90581834,31331.748102215846
2007,01029,"Cleburne County, Alabama",crops,0,0.0,
2007,01029,"Cleburne County, Alabama",total,2486,90838098.03032641,36539.86244180467
2007,01031,"Coffee County, Alabama",crops,0,0.0,
2007,01031,"Coffee County, Alabama",total,15285,471487073.49139595,30846.390153182594
2007,01033,"Colbert County, Alabama",crops,19,548109.3641484682,28847.861270972015
2007,01033,"Colbert County, Alabama",total,21567,870300444.3051162,40353.33816966273
2007,01035,"Conecuh County, Alabama",crops,0,0.0,
2007,01035,"Conecuh County, Alabama",total,3992,134130251.95809862,33599.76251455376
2007,01037,"Coosa County, Alabama",total,1729,59907391.98626437,34648.57836105516
2007,01039,"Covington County, Alabama",crops,43,990455.4894281967,23033.84859135341
2007,01039,"Covington County, Alabama",total,13569,434223203.5747357,32001.120463905645
2007,01041,"Crenshaw County, Alabama",crops,0,0.0,
2007,01041,"Crenshaw County, Alabama",total,3639,114751219.03213982,31533.72328445722
2007,01043,"Cullman County, Alabama",crops,0,0.0,
2007,01043,"Cullman County, Alabama",total,27737,983732285.5351493,35466.426994092704
2007,01045,"Dale County, Alabama",crops,17,759226.6378578594,44660.39046222702
2007,01045,"Dale County, Alabama",total,18353,839759317.6412146,45755.97001259819
2007,01047,"Dallas County, Alabama",crops,60,2024003.1348869512,33733.38558144918
