year,area_fips,area_title,industry_group,annual_avg_emplvl,total_annual_wages_2015,avg_annual_pay_2015
1993,01001,"Autauga County, Alabama",total,8566,284795013.67018515,33247.1414511073
1993,01003,"Baldwin County, Alabama",crops,671,16211175.656688008,24159.725270771996
1993,01003,"Baldwin County, Alabama",total,32543,912056146.1083232,28026.18523517571
1993,01005,"Barbour County, Alabama",total,9636,304821065.01470846,31633.568390899592
1993,01007,"Bibb County, Alabama",total,4005,116114145.31925939,28992.295959865016
1993,01009,"Blount County, Alabama",total,8309,215196250.9845994,25899.175711228716
1993,01011,"Bullock County, Alabama",total,3086,83298381.38778336,26992.34652876972
1993,01013,"Butler County, Alabama",total,6510,179127503.54732653,27515.74555258472
1993,01015,"Calhoun County, Alabama",crops,114,2153131.261463921,18887.116328630887
1993,01015,"Calhoun County, Alabama",total,45763,1544236045.1981313,33744.20482044733
1993,01017,"Chambers County, Alabama",total,12887,418354430.8427064,32463.29097871548
1993,01019,"Cherokee County, Alabama",crops,256,5715544.329468766,22326.345036987368
1993,01019,"Cherokee County, Alabama",total,4433,120994864.01799619,27294.126780508956
1993,01021,"Chilton County, Alabama",crops,59,1271433.846686278,21549.72621502166
1993,01021,"Chilton County, Alabama",total,6857,186956582.62675205,27265.069655352494
1993,01023,"Choctaw County, Alabama",total,5896,264691706.64128742,44893.437354356756
1993,01025,"Clarke County, Alabama",total,9219,283605225.27772975,30763.122386129704
1993,01027,"Clay County, Alabama",total,5115,132659143.61654265,25935.316445071876
1993,01029,"Cleburne County, Alabama",total,2865,78266537.15175636,27318.163054714263
1993,01031,"Coffee County, Alabama",total,14109,390059882.1595432,27646.174935115403
1993,01033,"Colbert County, Alabama",total,22446,896774144.9662572,39952.51470044806
1993,01035,"Conecuh County, Alabama",total,4355,134624784.4609794,30912.694480133043
1993,01037,"Coosa County, Alabama",total,2083,66933599.875410974,32133.26926327939
1993,01039,"Covington County, Alabama",total,13072,381353903.9003288,29173.340261653062
1993,01041,"Crenshaw County, Alabama",total,3620,92034617.23481572,25423.927412932517
1993,01043,"Cullman County, Alabama",crops,55,781213.3517909673,14203.879123472132
1993,01043,"Cullman County, Alabama",total,22024,687627649.7317876,31221.742178159624
1993,01045,"Dale County, Alabama",total,17504,643743565.0320125,36776.94041544861
1993,01047,"Dallas County, Alabama",total,17370,503665131.2891504,28996.265474332205
1993,01049,"DeKalb County, Alabama",total,20740,599679908.2332584,28914.17108164216
1993,01051,"Elmore County, Alabama",crops,30,844345.0008652016,28144.833362173387
1993,01051,"Elmore County, Alabama",total,10678,326404208.40975946,30567.91612752945
1993,01053,"Escambia County, Alabama",total,13092,427424410.5900675,32647.75516269993
1993,01055,"Etowah County, Alabama",total,35392,1249868669.1953626,35315.00534570984
1993,01057,"Fayette County, Alabama",total,6095,196564830.83578473,32250.177331547948
1993,01059,"Franklin County, Alabama",total,10197,285193052.278941,27968.32914376199
1993,01061,"Geneva County, Alabama",total,6836,175046306.95276,25606.539928724404
1993,01063,"Greene County, Alabama",total,2419,66802257.83007441,27615.65019845986
1993,01065,"Hale County, Alabama",total,3527,86359461.74078561,24485.24574448132
1993,01067,"Henry County, Alabama",crops,73,1613926.1187056585,22108.576968570665
1993,01067,"Henry County, Alabama",total,4311,126033440.54680741,29235.31443906458
1993,01069,"Houston County, Alabama",crops,26,599055.9473957432,23040.61336137474
1993,01069,"Houston County, Alabama",total,42364,1476858033.618273,34861.156491791924
1993,01071,"Jackson County, Alabama",total,16753,591988189.9082886,35336.24962145816
1993,01073,"Jefferson County, Alabama",total,350309,14808353690.12632,42272.26160368794
1993,01075,"Lamar County, Alabama",total,5850,171053123.93147603,29239.850244696758
