year,area_fips,area_title,industry_group,annual_avg_emplvl,total_annual_wages_2015,avg_annual_pay_2015
2002,01001,"Autauga County, Alabama",crops,43,1176970.3002774273,27371.402332033194
2002,01001,"Autauga County, Alabama",total,10838,376028683.66626453,34695.39432240861
2002,01003,"Baldwin County, Alabama",crops,781,22897533.36632067,29318.224540743497
2002,01003,"Baldwin County, Alabama",total,49686,1594276335.2699494,32087.033274361984
2002,01005,"Barbour County, Alabama",crops,41,971820.3005554104,23702.93415988806
2002,01005,"Barbour County, Alabama",total,11145,339878318.0127539,30496.035712225563
2002,01007,"Bibb County, Alabama",total,3722,120520378.65200399,32380.54235679849
2002,01009,"Blount County, Alabama",crops,0,0.0,
2002,01009,"Blount County, Alabama",total,8428,268308678.08436236,31835.391324675173
2002,01011,"Bullock County, Alabama",crops,176,4944022.099662528,28091.034657173455
2002,01011,"Bullock County, Alabama",total,3490,103350992.46665592,29613.464890159292
2002,01013,"Butler County, Alabama",crops,0,0.0,
2002,01013,"Butler County, Alabama",total,6758,202238414.00034472,29925.778928728134
2002,01015,"Calhoun County, Alabama",crops,106,2272389.209805023,21437.634054764367
2002,01015,"Calhoun County, Alabama",total,46131,1674430495.0213213,36297.294552932326
2002,01017,"Chambers County, Alabama",crops,0,0.0,
2002,01017,"Chambers County, Alabama",total,11830,423319619.9469608,35783.568888162365
2002,01019,"Cherokee County, Alabama",crops,217,5099661.766749877,23500.74546889344
2002,01019,"Cherokee County, Alabama",total,4822,144269516.0924461,29919.020342688946
2002,01021,"Chilton County, Alabama",crops,93,1464526.839275687,15747.600422319216
2002,01021,"Chilton County, Alabama",total,8068,253139198.3743544,31375.70629330124
2002,01023,"Choctaw County, Alabama",total,4168,215357736.38855377,51669.32255003689
2002,01025,"Clarke County, Alabama",crops,0,0.0,
2002,01025,"Clarke County, Alabama",total,9019,308303910.10024077,34183.82416013314
2002,01027,"Clay County, Alabama",total,4840,144668149.70505986,29890.11357542559
2002,01029,"Cleburne County, Alabama",crops,0,0.0,
2002,01029,"Cleburne County, Alabama",total,2941,98807237.85352512,33596.47665879807
2002,01031,"Coffee County, Alabama",crops,0,0.0,
2002,01031,"Coffee County, Alabama",total,13226,394547902.6947689,29831.234136909792
2002,01033,"Colbert County, Alabama",crops,0,0.0,
2002,01033,"Colbert County, Alabama",total,20640,806447091.8122835,39072.049021912964
2002,01035,"Conecuh County, Alabama",crops,0,0.0,
2002,01035,"Conecuh County, Alabama",total,3968,133415803.65492281,33622.93438884144
2002,01037,"Coosa County, Alabama",total,1747,61015807.91918474,34926.049180987255
2002,01039,"Covington County, Alabama",crops,45,1017388.2535428957,22608.627856508792
2002,01039,"Covington County, Alabama",total,13038,415921357.1527851,31900.702343364406
2002,01041,"Crenshaw County, Alabama",crops,0,0.0,
2002,01041,"Crenshaw County, Alabama",total,3100,92294131.52496012,29772.30049192262
2002,01043,"Cullman County, Alabama",crops,60,1006591.5092818583,16776.52515469764
2002,01043,"Cullman County, Alabama",total,25247,881367747.85258,34909.801079438344
2002,01045,"Dale County, Alabama",crops,0,0.0,
2002,01045,"Dale County, Alabama",total,17824,751772285.3219323,42177.5294727296
2002,01047,"Dallas County, Alabama",crops,84,2182574.897007233,25983.034488181343
2002,01047,"Dallas County, Alabama",total,16175,556894656.4739503,34429.345067941285
2002,01049,"DeKalb County, Alabama",crops,0,0.0,
2002,01049,"DeKalb County, Alabama",total,24602,813051386.7524338,33048.18253607161
2002,01051,"Elmore County, Alabama",crops,45,1139690.3045027715,25326.451211172698
2002,01051,"Elmore County, Alabama",total,13933,465951882.3019231,33442.32270881526
2002,01053,"Escambia County, Alabama",crops,19,573812.5670634414,30200.661424391652
2002,01053,"Escambia County, Alabama",total,12940,439778605.65862554,33985.98189015653
2002,01055,"Etowah County, Alabama",total,36324,1254636548.3551736,34540.153847461006
2002,01057,"Fayette County, Alabama",total,5068,158620546.19246444,31298.450314219503
2002,01059,"Franklin County, Alabama",total,9841,313174185.1923922,31823.41075016687
2002,01061,"Geneva County, Alabama",crops,33,743305.9038067017,22524.421327475808
2002,01061,"Geneva County, Alabama",total,5233,144518381.44295508,27616.73637358209
2002,01063,"Greene County, Alabama",total,2187,68927379.87512997,31516.86322593963
2002,01065,"Hale County, Alabama",crops,0,0.0,
2002,01065,"Hale County, Alabama",total,3502,106339353.13314839,30365.320711921297
2002,01067,"Henry County, Alabama",crops,191,5324708.13434371,27878.05305939115
2002,01067,"Henry County, Alabama",total,4482,149920694.63548067,33449.5079507989
2002,01069,"Houston County, Alabama",crops,60,1352147.9370868476,22535.79895144746
2002,01069,"Houston County, Alabama",total,46766,1739251960.2817638,37190.52218025411
2002,01071,"Jackson County, Alabama",crops,0,0.0,
2002,01071,"Jackson County, Alabama",total,16647,593307531.642825,35640.50769765273
2002,01073,"Jefferson County, Alabama",crops,0,0.0,
2002,01073,"Jefferson County, Alabama",total,375859,18310101895.94534,48715.347765905135
2002,01075,"Lamar County, Alabama",total,4757,160713366.0704854,33784.60501797045
2002,01077,"Lauderdale County, Alabama",crops,0,0.0,
2002,01077,"Lauderdale County, Alabama",total,28405,911928462.1748292,32104.504917262075
2002,01079,"Lawrence County, Alabama",crops,0,0.0,
2002,01079,"Lawrence County, Alabama",total,6030,250957363.99117127,41618.13664861878
2002,01081,"Lee County, Alabama",crops,0,0.0,
2002,01081,"Lee County, Alabama",total,41668,1449693460.6070042,34791.52972561688
2002,01083,"Limestone County, Alabama",crops,282,7705624.783868081,27324.910581092485
2002,01083,"Limestone County, Alabama",total,20359,952050115.185109,46763.107971172896
2002,01085,"Lowndes County, Alabama",crops,0,0.0,
2002,01085,"Lowndes County, Alabama",total,2693,105080351.8210678,39019.81129634898
2002,01087,"Macon County, Alabama",crops,56,1676043.6767166853,29929.35136994081
2002,01087,"Macon County, Alabama",total,5833,190068705.72144976,32585.068699031333
2002,01089,"Madison County, Alabama",crops,70,2102782.555999711,30039.750799995873
2002,01089,"Madison County, Alabama",total,155319,7976422687.313404,51355.09942320904
2002,01091,"Marengo County, Alabama",crops,0,0.0,
2002,01091,"Marengo County, Alabama",total,8278,275706496.83377165,33305.93100190525
2002,01093,"Marion County, Alabama",total,10248,340308802.9432859,33207.33830437996
2002,01095,"Marshall County, Alabama",total,34810,1108618826.6997283,31847.711195051084
2002,01097,"Mobile County, Alabama",crops,646,19810420.833171178,30666.286119460026
2002,01097,"Mobile County, Alabama",total,163695,6486722399.456265,39626.88169740228
2002,01099,"Monroe County, Alabama",crops,0,0.0,
2002,01099,"Monroe County, Alabama",total,8859,346310569.9822647,39091.38390137315
2002,01101,"Montgomery County, Alabama",crops,95,2633767.8618090036,27723.87222956846
2002,01101,"Montgomery County, Alabama",total,129339,5356542283.409409,41414.74948321395
2002,01103,"Morgan County, Alabama",crops,0,0.0,
2002,01103,"Morgan County, Alabama",total,47608,1895445862.4372454,39813.59986635115
2002,01105,"Perry County, Alabama",total,2482,67941247.3661094,27373.588785700806
2002,01107,"Pickens County, Alabama",crops,23,406339.17283326015,17666.92055796783
2002,01107,"Pickens County, Alabama",total,4252,130569160.46856844,30707.704719795023
2002,01109,"Pike County, Alabama",total,11459,374762494.62658525,32704.642170048453
2002,01111,"Randolph County, Alabama",total,5378,162608167.0178521,30235.806436937914
2002,01113,"Russell County, Alabama",crops,62,1523812.7449726744,24577.6249189141
2002,01113,"Russell County, Alabama",total,12110,433441501.8096705,35792.031528461644
2002,01115,"St. Clair County, Alabama",crops,83,3048044.499546888,36723.42770538419
2002,01115,"St. Clair County, Alabama",total,13574,442090559.65240985,32568.922915309406
2002,01117,"Shelby County, Alabama",crops,79,2887515.0694679962,36550.82366415185
2002,01117,"Shelby County, Alabama",total,48610,2122677330.8444574,43667.5032060164
2002,01119,"Sumter County, Alabama",total,3891,122549984.73872362,31495.755522673764
2002,01121,"Talladega County, Alabama",crops,21,500064.2419120795,23812.582948194264
2002,01121,"Talladega County, Alabama",total,27206,1075982691.939044,39549.46305737866
2002,01123,"Tallapoosa County, Alabama",crops,0,0.0,
2002,01123,"Tallapoosa County, Alabama",total,14734,478825087.93719804,32497.96986135456
2002,01125,"Tuscaloosa County, Alabama",crops,0,0.0,
2002,01125,"Tuscaloosa County, Alabama",total,76136,3084289392.7123933,40510.26311747916
2002,01127,"Walker County, Alabama",crops,0,0.0,
2002,01127,"Walker County, Alabama",total,17331,577283007.4999862,33309.27283480389
2002,01129,"Washington County, Alabama",total,3953,206488114.7903729,52235.7993398363
2002,01131,"Wilcox County, Alabama",total,3371,139792648.85165152,41469.19277711407
2002,01133,"Winston County, Alabama",total,8739,264416654.6948579,30257.083727526937
2002,01999,"Unknown Or Undefined, Alabama",total,51264,2759154687.808214,53822.46191885562
2002,02013,"Aleutians East Borough, Alaska",total,1676,62836316.35597414,37491.83553459078
2002,02016,"Aleutians West Census Area, Alaska",total,3268,155697145.19061306,47642.945284765316
2002,02020,"Anchorage Municipality, Alaska",crops,86,3291379.713899715,38271.857138368774
2002,02020,"Anchorage Municipality, Alaska",total,136569,7038153475.1010475,51535.513001494095
2002,02050,"Bethel Census Area, Alaska",total,6710,241793392.10083008,36034.782727396436
2002,02060,"Bristol Bay Borough, Alaska",total,979,45067228.607804656,46033.94137671569
2002,02068,"Denali Borough, Alaska",total,2097,83584640.11186044,39859.151221678796
2002,02070,"Dillingham Census Area, Alaska",total,2314,92694377.92924772,40058.071706675764
2002,02090,"Fairbanks North Star Borough, Alaska",crops,0,0.0,
2002,02090,"Fairbanks North Star Borough, Alaska",total,33518,1537905066.9494684,45882.9604078247
2002,02100,"Haines Borough, Alaska",total,877,30746047.012514804,35058.206399674804
2002,02110,"Juneau City and Borough, Alaska",total,16912,773547907.30373,45739.5877071742
2002,02122,"Kenai Peninsula Borough, Alaska",crops,0,0.0,
2002,02122,"Kenai Peninsula Borough, Alaska",total,17306,776814435.0047536,44887.000751459236
2002,02130,"Ketchikan Gateway Borough, Alaska",total,6621,284450036.071097,42961.79369749237
2002,02150,"Kodiak Island Borough, Alaska",total,5532,220681234.9291421,39891.76336390855
2002,02164,"Lake and Peninsula Borough, Alaska",total,596,19230462.79195183,32265.877167704417
2002,02170,"Matanuska-Susitna Borough, Alaska",crops,47,669991.0822996993,14255.1294106319
2002,02170,"Matanuska-Susitna Borough, Alaska",total,13773,531520382.3880979,38591.47479765468
2002,02180,"Nome Census Area, Alaska",total,3609,138077000.86174786,38259.07477465998
2002,02185,"North Slope Borough, Alaska",total,9079,856438278.8115664,94331.7853080258
2002,02188,"Northwest Arctic Borough, Alaska",total,2944,157776728.05461815,53592.63860550888
2002,02201,"Prince of Wales-Outer Ketchikan Census Area, AK",crops,0,0.0,
2002,02201,"Prince of Wales-Outer Ketchikan Census Area, AK",total,1766,63654934.62391657,36044.69684253486
2002,02220,"Sitka City and Borough, Alaska",total,4227,169568956.11757576,40115.674501437374
2002,02232,"Skagway-Hoonah-Angoon Census Area, Alaska",total,1420,52339598.78132176,36858.8723812125
2002,02240,"Southeast Fairbanks Census Area, Alaska",total,1572,70479527.15617651,44834.30480672806
2002,02261,"Valdez-Cordova Census Area, Alaska",total,4567,238145730.36743817,52144.893883827055
2002,02270,"Wade Hampton Census Area, Alaska",total,2129,53889197.746112406,25311.97639554364
2002,02280,"Wrangell-Petersburg Census Area, Alaska",total,2538,98332973.00783357,38744.27620482016
2002,02282,"Yakutat City and Borough, Alaska",total,330,12590616.600043366,38153.38363649505
2002,02290,"Yukon-Koyukuk Census Area, Alaska",total,2069,80911332.50123703,39106.49226739344
2002,02999,"Unknown Or Undefined, Alaska",total,2234,166960456.64296398,74736.10413740553
2002,04001,"Apache County, Arizona",total,19021,661762570.4270378,34791.15558735281
2002,04003,"Cochise County, Arizona",crops,802,22042822.296474617,27484.81583101573
2002,04003,"Cochise County, Arizona",total,32797,1239811323.2443974,37802.58326201779
2002,04005,"Coconino County, Arizona",total,51471,1846662448.2145143,35877.72625778621
2002,04007,"Gila County, Arizona",total,13390,463622519.6450711,34624.5347009015
2002,04009,"Graham County, Arizona",crops,196,3910803.7160791033,19953.08018407706
2002,04009,"Graham County, Arizona",total,6401,198688309.03389728,31040.19825556902
2002,04011,"Greenlee County, Arizona",crops,0,0.0,
2002,04011,"Greenlee County, Arizona",total,0,0.0,
2002,04012,"La Paz County, Arizona",crops,848,15713459.584025975,18530.023094370255
2002,04012,"La Paz County, Arizona",total,5577,160630462.7808325,28802.306397854132
2002,04013,"Maricopa County, Arizona",crops,5426,134450375.25504956,24778.911768346767
2002,04013,"Maricopa County, Arizona",total,1551512,74024569277.0436,47711.24508031108
2002,04015,"Mohave County, Arizona",crops,0,0.0,
2002,04015,"Mohave County, Arizona",total,43198,1479347862.4316857,34245.74893355446
2002,04017,"Navajo County, Arizona",crops,0,0.0,
2002,04017,"Navajo County, Arizona",total,25571,885473701.9964752,34628.04356483811
2002,04019,"Pima County, Arizona",crops,534,14390680.530614289,26948.83994497058
2002,04019,"Pima County, Arizona",total,325869,13599765819.038513,41733.84341265513
2002,04021,"Pinal County, Arizona",crops,895,22349937.887439054,24971.99763959671
2002,04021,"Pinal County, Arizona",total,36433,1392868723.7569983,38230.96433884111
2002,04023,"Santa Cruz County, Arizona",crops,58,772490.317845964,13318.798583551103
2002,04023,"Santa Cruz County, Arizona",total,11758,456101832.25939167,38790.76647894129
2002,04025,"Yavapai County, Arizona",crops,0,0.0,
2002,04025,"Yavapai County, Arizona",total,51579,1726735459.6285033,33477.49005658317
2002,04027,"Yuma County, Arizona",crops,15395,298499807.49109066,19389.399642162432
2002,04027,"Yuma County, Arizona",total,56673,1749563400.5070415,30871.197933884592
2002,04999,"Unknown Or Undefined, Arizona",crops,0,0.0,
2002,04999,"Unknown Or Undefined, Arizona",total,0,0.0,
2002,05001,"Arkansas County, Arkansas",crops,204,7694705.4990631975,37719.14460325097
