year,area_fips,area_title,industry_group,annual_avg_emplvl,total_annual_wages_2015,avg_annual_pay_2015
1997,01001,"Autauga County, Alabama",total,9805,324452142.20837873,33090.478552613844
1997,01003,"Baldwin County, Alabama",crops,924,23697298.177853916,25646.426599409
1997,01003,"Baldwin County, Alabama",total,42617,1265973016.2030835,29705.822000682438
1997,01005,"Barbour County, Alabama",crops,54,1203242.4669054663,22282.267905656783
1997,01005,"Barbour County, Alabama",total,10174,319003014.29060894,31354.729141990265
1997,01007,"Bibb County, Alabama",total,4239,130127954.51175828,30697.79535545135
1997,01009,"Blount County, Alabama",total,8853,262679320.946893,29671.221161966903
1997,01011,"Bullock County, Alabama",total,3369,96021951.47796293,28501.61812940425
1997,01013,"Butler County, Alabama",total,7043,199019177.9971967,28257.72795643855
1997,01015,"Calhoun County, Alabama",crops,106,1749389.9766391527,16503.67902489767
1997,01015,"Calhoun County, Alabama",total,47707,1614491899.025074,33841.82403054214
1997,01017,"Chambers County, Alabama",total,13138,449375486.65939885,34204.25381788696
1997,01019,"Cherokee County, Alabama",crops,309,7257275.882261329,23486.329716056083
1997,01019,"Cherokee County, Alabama",total,4968,143380948.7431864,28860.899505472305
1997,01021,"Chilton County, Alabama",crops,77,1506166.9272698956,19560.60944506358
1997,01021,"Chilton County, Alabama",total,8016,231390423.70970252,28866.07082206868
1997,01023,"Choctaw County, Alabama",total,4698,240381581.4047656,51166.79042247033
1997,01025,"Clarke County, Alabama",total,10480,351281115.05372995,33519.19036772232
1997,01027,"Clay County, Alabama",total,5474,149430464.3575767,27298.221475625996
1997,01029,"Cleburne County, Alabama",total,3028,93996492.8578103,31042.43489359653
1997,01031,"Coffee County, Alabama",total,15003,423353022.4887089,28217.891254329727
1997,01033,"Colbert County, Alabama",total,23215,930669996.013082,40089.166315446135
1997,01035,"Conecuh County, Alabama",total,4589,160707001.86886778,35020.04834797729
1997,01037,"Coosa County, Alabama",total,2141,74710016.77620308,34894.91675675062
1997,01039,"Covington County, Alabama",total,13873,418251418.28998595,30148.592106248536
1997,01041,"Crenshaw County, Alabama",total,3502,98559099.77885064,28143.66070212754
1997,01043,"Cullman County, Alabama",crops,56,989983.0680579349,17678.26907246312
1997,01043,"Cullman County, Alabama",total,24615,816646168.2479365,33176.76897208761
1997,01045,"Dale County, Alabama",total,16479,646335493.7922442,39221.766720810985
1997,01047,"Dallas County, Alabama",total,17796,537314672.9107616,30193.002523643605
1997,01049,"DeKalb County, Alabama",total,22802,689760928.8646628,30250.01880820379
1997,01051,"Elmore County, Alabama",crops,33,936921.0527955147,28391.547054409537
1997,01051,"Elmore County, Alabama",total,12109,384906085.96791774,31786.777270453196
1997,01053,"Escambia County, Alabama",total,14088,459784461.6975549,32636.602903006453
1997,01055,"Etowah County, Alabama",total,37587,1337432348.2136738,35582.311655989404
1997,01057,"Fayette County, Alabama",total,6202,196400456.81358042,31667.277783550537
1997,01059,"Franklin County, Alabama",total,10976,327467619.3303224,29834.877854438993
1997,01061,"Geneva County, Alabama",total,6633,170596568.5781031,25719.368095598235
1997,01063,"Greene County, Alabama",total,2131,66128799.32097804,31031.815730163322
1997,01065,"Hale County, Alabama",total,3829,100039100.37065877,26126.691138850554
1997,01067,"Henry County, Alabama",crops,76,1710498.5017909983,22506.55923409208
1997,01067,"Henry County, Alabama",total,4430,135386574.44011834,30561.303485354027
1997,01069,"Houston County, Alabama",crops,57,1276370.3099205731,22392.461577553913
1997,01069,"Houston County, Alabama",total,47033,1630441995.33406,34665.91532188166
1997,01071,"Jackson County, Alabama",total,17137,608817806.9210403,35526.51029474472
1997,01073,"Jefferson County, Alabama",total,371898,16900732199.28983,45444.53640323376
1997,01075,"Lamar County, Alabama",total,5685,179742833.0104345,31617.033071316535
1997,01077,"Lauderdale County, Alabama",total,32375,1012035650.45943,31259.788431179306
1997,01079,"Lawrence County, Alabama",crops,67,1606741.1493536832,23981.21118438333
1997,01079,"Lawrence County, Alabama",total,6957,310542997.9193272,44637.48712366353
1997,01081,"Lee County, Alabama",total,39674,1333009003.2456002,33599.057398941375
1997,01083,"Limestone County, Alabama",crops,240,6033127.512848466,25138.031303535274
1997,01083,"Limestone County, Alabama",total,20762,1059976930.260084,51053.700523075044
1997,01085,"Lowndes County, Alabama",total,2530,97174683.15838654,38408.965675251595
1997,01087,"Macon County, Alabama",crops,58,1616144.3762653791,27864.558211472053
1997,01087,"Macon County, Alabama",total,6328,215168835.61439028,34002.660495320844
1997,01089,"Madison County, Alabama",crops,93,2209669.739915901,23759.889676515064
1997,01089,"Madison County, Alabama",total,144669,6960926406.484971,48116.22674163069
1997,01091,"Marengo County, Alabama",total,7607,254935593.06027097,33513.28947814788
1997,01093,"Marion County, Alabama",total,12506,426010100.6883663,34064.45711565379
1997,01095,"Marshall County, Alabama",total,36269,1136118238.0563774,31324.774271592196
1997,01097,"Mobile County, Alabama",crops,718,19161262.127394486,26686.994606399006
1997,01097,"Mobile County, Alabama",total,168678,6654578417.081451,39451.37135300069
1997,01099,"Monroe County, Alabama",total,9431,376803172.2348544,39953.681712952435
1997,01101,"Montgomery County, Alabama",crops,246,5036226.008409905,20472.463448820752
1997,01101,"Montgomery County, Alabama",total,128279,5006006058.314904,39024.36141780731
1997,01103,"Morgan County, Alabama",total,46947,1841449550.9173026,39224.00900839889
1997,01105,"Perry County, Alabama",total,2838,78342703.75953901,27604.89914007717
1997,01107,"Pickens County, Alabama",total,4730,139937666.87431863,29585.130417403514
1997,01109,"Pike County, Alabama",total,11381,349833152.4622333,30738.34921906979
1997,01111,"Randolph County, Alabama",total,5683,167443261.61657062,29463.885556320714
1997,01113,"Russell County, Alabama",total,13411,466858626.38218343,34811.61929626302
1997,01115,"St. Clair County, Alabama",total,12602,395920774.0974926,31417.29678602544
1997,01117,"Shelby County, Alabama",crops,55,1709975.8542283133,31090.470076878424
1997,01117,"Shelby County, Alabama",total,41727,1735380293.5617504,41588.90630914637
1997,01119,"Sumter County, Alabama",total,4708,142504052.4342003,30268.49032162283
1997,01121,"Talladega County, Alabama",total,25133,874035030.6120541,34776.390825291615
1997,01123,"Tallapoosa County, Alabama",total,17489,552317502.9933032,31580.85099166923
1997,01125,"Tuscaloosa County, Alabama",total,72426,2790720928.023672,38532.031701649576
1997,01127,"Walker County, Alabama",total,18564,642369570.2663137,34602.97189540582
1997,01129,"Washington County, Alabama",total,4948,243153026.4071017,49141.678740319665
1997,01131,"Wilcox County, Alabama",total,3519,137896006.1797228,39186.13418008605
1997,01133,"Winston County, Alabama",total,11553,357046667.6841613,30905.104101459474
1997,02013,"Aleutians East Borough, Alaska",total,1650,65963966.0239838,39978.16122665685
1997,02016,"Aleutians West Census Area, Alaska",total,3411,154750610.5341847,45368.106283841895
1997,02020,"Anchorage Municipality, Alaska",total,121898,6264715733.56175,51393.09696272088
